Mã ICD,Tên bệnh
M63.3,viêm cơ trong bệnh sacoidosis d86 8
M63.8,các bệnh cơ khác trong những bệnh được xếp loại ở mục khác
M65,viêm màng hoạt dịch và viêm bao gân
M65.0,áp xe bao gân
M65.1,các chứng viêm màng hoạt dịch hoặc viêm bao gân nhiễm khuẩn khác
M65.2,viêm gân vôi hóa
M65.3,ngón tay lò xo
M65.4,viêm bao gân mỏm trâm quay de quervain
Q50.5,nang nguồn gốc bào thai của dây chằng rộng
Q50.6,những dị tật bẩm sinh khác của vòi trứng và dây chằng rộng
Q51,dị tật bẩm sinh của tử cung và cổ tử cung
Q51.1,tử cung đôi với cổ tử cung và âm đạo đôi
Q51.10,tử cung đôi với cổ tử cung và âm đạo đôi không có tắt nghẽn tử cung đôi với cổ tử cung và âm đạo đôi nos
Q51.11,tử cung đôi với cổ tử cung và âm đạo đôi có tắt nghẽn
Q51.2,các loại tử cung đôi khác
Q51.4,tử cung một sừng
Q51.5,bất sản và ngừng phát triển của cổ tử cung
Q51.7,rò bẩm sinh giữa tử cung với ống tiêu hóa và đường tiết niệu
Q51.8,các dị tật bẩm sinh khác của tử cung và cổ tử cung
Q51.9,dị tật bẩm sinh của tử cung và cổ tử cung không đặc hiệu
Q52,các dị tật bẩm sinh khác của cơ quan sinh dục nữ
Q52.0,không có âm đạo bẩm sinh
Q52.1,âm đạo đôi
Q52.3,màng trinh không thủng
Q52.4,các dị tật bẩm sinh khác của âm đạo
Q52.5,dính môi lớn
Q52.7,các dị tật bẩm sinh khác của âm hộ
Q52.70,các dị tật bẩm sinh khác của âm hộ không xác định dị tật bẩm sinh của âm hộ nos
Q52.71,không có âm hộ bẩm sinh
Q52.8,các dị tật bẩm sinh đặc hiệu khác của cơ quan sinh dục nữ
Q52.9,dị tật bẩm sinh của cơ quan sinh dục nữ không đặc hiệu
Q53,tinh hoàn lạc chỗ
Q53.0,tinh hoàn lạc chỗ
Q53.00,tinh hoàn lạc chỗ không xác định
Q53.01,tinh hoàn lạc chỗ một bên
Q53.02,tinh hoàn lạc chỗ hai bên
Q53.1,tinh hoàn chưa xuống bìu một bên
Q53.10,tinh hoàn chưa xuống bìu một bên không xác định
O02,bất thường khác của trứng
O02.0,trứng thoái triển và chửa trứng không có nang
O02.1,sẩy thai sớm
O02.8,bất thường xác định khác của trứng
O02.9,bất thường khác trong thụ thai chưa xác định
O03,sâ y thai tư nhiên
O04,pha thai nô i khoa
O06,pha thai chưa xa c đi nh ro
O07,phá thai thất bại
O07.1,phá thai nội khoa thất bại gây biến chứng ra máu chậm hoặc nhiều quá mức
O07.2,phá thai nội khoa thất bại gây biến chứng tắc mạch
O07.3,phá thai nội khoa thất bại gây biến chứng khác chưa xác định rõ
O07.4,phá thai nội khoa thất bại không có biến chứng
O07.5,phá thai nội khoa thất bại khác chưa xác định rõ gây biến chứng nhiễm khuẩn đường sinh dục và tiểu khung
O07.6,phá thai nội khoa thất bại khác chưa xác định rõ gây biến chứng ra máu chậm và nhiều quá mức
O07.7,phá thai nội khoa thất bại khác chưa xác định rõ gây biến chứng tắc mạch
O07.8,phá thai nội khoa thất bại khác chưa xác định rõ các biến chứng khác
P92.9,vấn đề nuôi dưỡng không được định rõ của trẻ sơ sinh
P94,rối loạn trương lực cơ của trẻ sơ sinh
P94.0,nhược cơ nặng thóang qua của trẻ sơ sinh
P94.1,tăng trương lực cơ bẩm sinh
P94.2,giảm trương lực cơ bẩm sinh
P94.8,các rối loạn trương lực cơ khác của trẻ sơ sinh
P94.9,rối loạn trương lực cơ không được định rõ của trẻ sơ sinh
P95,thai chê t vi nguyên nhân không đươ c đi nh ro
P96.0,suy thận bẩm sinh
P96.1,hội chứng cai thuốc của trẻ sơ sinh vì mẹ nghiện dùng thuốc
P96.2,hội chứng cai thuốc vì dùng thuốc để điều trị cho trẻ sơ sinh
P96.3,giãn khớp sọ của trẻ sơ sinh
P96.4,đình chỉ thai nghén ảnh hưởng thai và trẻ sơ sinh
P96.5,biến chứng của thủ thuật trong tử cung không xếp loại ở chỗ khác
P96.8,các bệnh lý được định rõ khác xuất phát từ trong giai đoạn chu sinh
P96.9,bệnh lý không được định rõ xuất phát từ trong giai đoạn chu sinh
Q00,dị tật không não và các dị tật tương tự
Q00.0,tật không có não
Q00.1,tật nứt sọ cột sống
Q00.2,tật thóat vị não chẩm
Q01,thóat vị não
Q78.8,các loạn sản xương sụn đặc hiệu khác
Q79,các dị tật bẩm sinh của hệ cơ xương chưa được phân loại ở chỗ khác
Q79.0,thóat vị hoành bẩm sinh
Q79.1,các dị tật bẩm sinh khác của cơ hoành
Q79.2,lồi rốn
Q79.3,khe hở thành bụng
Q79.5,các dị tật bẩm sinh khác của thành bụng
Q79.6,hội chứng ehiers vanlos
Q79.8,các dị tật bẩm sinh khác của hệ cơ xương
Q79.9,dị tật bẩm sinh của hệ cơ xương không đặc hiệu
Q80.0,bệnh vảy cá thông thường
Q80.1,bệnh vảy cá liên kết nhiễm sắc thể x
Q80.3,chứng đỏ da dạng vảy cá bóng bẩm sinh
Q80.4,thai mắc bệnh vảy cá
Q80.8,bệnh vảy cá bẩm sinh khác
Q81,bong biểu bì bọng nước
Q81.0,bong biểu bì bọng nước giản đơn
Q81.1,bong biểu bì bọng nước dạng gây tử vong
Q81.2,loạn dưỡng do bong biểu bì bọng nước
Q81.9,bong biểu bì không đặc hiệu
Q82,dị tật bẩm sinh khác về da
Q82.0,phù bạch huyết di truyền
Q82.1,bệnh khô da nhiễm sắc tố
Q82.3,sắc tố không kiềm chế được
Q82.4,loạn sản ngoại bì làm giảm tiết mồ hôi
Q82.8,các dị tật về da bẩm sinh đặc hiệu khác
Q82.9,dị tật bẩm sinh về da không đặc hiệu
Q83,dị tật bẩm sinh của vú
Q83.1,vú phụ
Q83.2,thiếu núm vú
Q83.3,núm vú phụ
Q83.8,dị tật bẩm sinh khác của vú
Q84,dị tật bẩm sinh khác của bộ phận bao bọc
Q24,các dị tật bẩm sinh khác của tim
Q24.0,tim sang phải
Q24.2,nhĩ ba buồng
Q24.3,hẹp phễu động mạch phổi
Q24.4,hẹp dưới van động mạch chủ bẩm sinh
Q89.0,các dị tật bẩm sinh của lách
Q89.1,các dị tật bẩm sinh của tuyến thượng thận
Q89.2,các dị tật bẩm sinh của các tuyến nội tiết khác
Q89.4,sinh đôi dính nhau
Q89.7,các đa dị tật bẩm sinh khác chưa phân loại
Q89.8,các dị tật bẩm sinh đặc hiệu khác
Q90,hội chứng down
Q90.0,ba nhiễm sắc thể giảm phân không phân ly
Q90.1,ba nhiễm sắc thể thể khảm gián phân không phân ly
Q90.9,hội chứng down không đặc hiệu
Q91,hội chứng edwards và hội chứng patau
Q91.0,ba nhiễm sắc thể 18 giảm phân không phân ly
Q91.1,ba nhiễm sắc thể thể khảm gián phân không phân ly
Q91.4,ba nhiễm sắc thể 13 không phân ly khi giảm phân
Q91.5,ba nhiễm sắc thể 13 thể khảm không phân ly khi gián phân
Q91.6,ba nhiễm sắc thể 13 chuyển đoạn
Q91.7,hội chứng patau không đặc hiệu
Q92.0,ba nhiễm sắc thể hoàn toàn không phân ly khi giảm phân
Q92.1,ba nhiễm sắc thể hoàn toàn thể khảm không phân ly khi gián phân
Q92.2,ba nhiễm sắc thể một phần lớn
Q92.3,ba nhiễm sắc thể một phần nhỏ
Q92.4,sự nhân đôi chỉ thấy ở tiền pha giữa tiền trung kỳ
Q92.5,nhân đôi cùng với sự sắp xếp lại các phức hợp khác
Q92.6,nhiễm sắc thể có dấu ấn ngoài
Q92.7,tam bội và đa bội
Q92.8,ba nhiễm sắc thể đặc hiệu khác và ba nhiễm sắc thể một phần của nhiễm sắc thể thường
Q92.9,ba nhiễm sắc thể và một phần ba nhiễm sắc thể của nhiễm sắc thể thường không đặc hiệu
Q93,đơn nhiễm sắc thể và thiếu một đoạn của nhiễm sắc thể thường không được xếp loại chỗ khác
Q93.1,đơn nhiễm sắc thể hoàn toàn thể khảm không phân ly khi gián phân
Q93.2,nhiễm sắc thể vòng hay hai trung tâm
Q93.3,thiếu cánh ngắn nhiễm sắc thể số 4
Q93.4,thiếu cánh ngắn nhiễm sắc thể số 5
Q93.5,thiếu đoạn khác của nhiễm sắc thể
Q93.6,thiếu đoạn chỉ thấy ở tiền pha giữa tiền trung kỳ
Q93.8,thiếu đoạn của nhiễm sắc thể thường khác
Q93.9,thiếu đoạn của nhiễm sắc thể thường không đặc hiệu
Q95,sắp xếp lại cân bằng và dấu ấn cấu trúc không xếp loại ở chỗ khác
Q95.0,chuyển và gắn đoạn cân bằng ở cá thể bình thường
Q95.1,đảo đoạn nhiễm sắc thể ở cá thể bình thường
Q95.3,sắp xếp lại cân bằng nhiễm sắc thể thường nhiễm sắc thể giới tính ở cá thể không bình thường
Q95.4,cá thể có dấu ấn chất dị nhiễm sắt
Q95.5,cá thể có đoạn nhiễm sắc thể thường dễ gẫy
M00.01,viêm khớp do tụ cầu khuẩn ở vai
M00.02,viêm khớp do tụ cầu khuẩn ở khuỷu tay
M00.03,viêm khớp do tụ cầu khuẩn ở cổ tay viêm khớp do tụ cầu khuẩn ở các xương cổ tay
M00.04,viêm khớp do tụ cầu khuẩn ở bàn tay viêm khớp do tụ cầu khuẩn ở xương bàn tay và xương ngón tay
M00.05,viêm khớp do tụ cầu khuẩn ở háng
M76.6,viêm gân achille
M76.7,viêm gân cơ mác
O07.9,phá thai nội khoa thất bại khác không chỉ rõ không có biến chứng
O08.0,nhiễm khuẩn đường sinh dục và tiểu khung sau sẩy thai chửa ngoài tử cung và chửa trứng
O08.1,ra máu kéo dài hay quá nhiều sau sẩy thai chửa ngoài tử cung và chửa trứng
O08.2,tắc mạch sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.3,choáng sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.4,suy thận sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.5,rối loạn chuyển hóa sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.6,tổn thương các tạng và tổ chức ở tiểu khung sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.8,biến chứng khác sau sẩy thai chửa ngoài tử cung hay chửa trứng
O08.9,biến chứng sau sẩy thai chửa ngoài tử cung hay chửa trứng chưa xác định rõ
O10,tăng huyết áp có sẵn gây biến chứng cho thai nghén cuộc đẻ và sau khi đẻ
O10.0,tăng huyết áp chủ yếu có sẵn gây biến chứng cho thai nghén khi đẻ và sau khi đẻ
O10.1,bệnh tim do tăng huyết áp có sẵn gây biến chứng cho thai nghén khi đẻ và sau khi đẻ
O10.2,bệnh thận do tăng huyết áp có sẵn gây biến chứng cho thai nghén khi đẻ và sau khi đẻ
O10.3,bệnh tim và thận do tăng huyết áp có sẵn gây biến chứng cho thai nghén khi đẻ và sau khi đẻ
O10.4,tăng huyết áp thứ phát có sẵn gây biến chứng cho thai nghén khi đẻ và sau khi đẻ
O11,tiền sản giật kèm theo tăng huyết áp mãn tính
O12,phù khi thai nghén do thai nghén gây ra và protein niệu mà không có tăng huyết áp
O12.0,phù thai nghén
O12.1,protein niệu thai nghén
O12.2,phù và protein niệu thai nghén
O13,tăng huyê t a p thai nghe n do thai nghe n gây ra
O14,tiền sản giật
O14.1,tiền sản giật thể nặng
O14.2,hội chứng hellp sự kết hợp cu a tan ma u ta ng men gan va gia m tiê u cầu
O14.9,tiền sản giật chưa xác định rõ
O15,sản giật
O15.1,sản giật trong khi chuyển dạ
O15.2,sản giật trong thời kỳ sau đẻ
P11.4,tổn thương các dây thần kinh sọ khác do chấn thương khi sinh
P11.5,tổn thương cột sống và tủy sống do chấn thương khi sinh
P11.9,tổn thương hệ thần kinh trung ương do chấn thương khi sinh chưa xác định
P12,chấn thương da đầu khi sinh
P12.0,máu tụ dưới cốt mạc do chấn thương khi sinh
P12.1,bong da đầu do chấn thương khi sinh
P12.3,bầm tím da đầu do chấn thương khi sinh
P12.4,chấn thương da đầu trẻ sơ sinh do máy monitor
P12.8,chấn thương da đầu khác khi sinh
P12.9,chấn thương da đầu khi sinh chưa xác định
P13,chấn thương hệ xương khi sinh
P13.1,chấn thương khi sinh khác lên vòm sọ
P13.2,chấn thương xương đùi khi sinh
Q84.0,rụng lông tóc bẩm sinh
Q84.1,rối loạn bẩm sinh hình thái của tóc mà không xếp loại ở chỗ khác
Q84.2,dị tật bẩm sinh khác của lông tóc
Q84.4,móng đốm trắng bẩm sinh
Q84.5,móng to và phì đại
Q84.8,dị tật bẩm sinh đặc hiệu khác của bộ phận bao bọc
Q84.9,dị tật bẩm sinh khác của bộ phận bao bọc không đặc hiệu
Q85,hội chứng u thần kinh da ngoại bì chưa được phân loại
Q85.0,u xơ thần kinh lành tính
Q85.8,hội chứng u thần kinh da ngoại bì khác chưa được phân loại
Q85.9,hội chứng u thần kinh da ngoại bì không đặc hiệu
Q86.0,hội chứng cồn bào thai dị hình
Q86.1,hội chứng hydantoin bào thai
Q86.2,dị hình do warfarin
Q86.8,các dị tật bẩm sinh khác do các nguyên nhân bên ngoài đã biết
Q87,các hội chứng dị tật bẩm sinh khác gây tổn thương nhiều hệ thống
Q87.0,các hội chứng dị tật bẩm sinh gây tổn thương chủ yếu ở hình dạng của mặt
Q87.1,các hội chứng dị tật bẩm sinh liên quan chủ yếu đến thân hình ngắn
Q87.2,các hội chứng dị tật bẩm sinh liên quan chủ yếu đến các chi
Q87.3,các hội chứng dị tật bẩm sinh có phát triển sớm quá mức
Q87.4,hội chứng marfan
Q87.5,các hội chứng dị tật bẩm sinh khác đi kèm các thay đổi xương khác
Q87.8,các hội chứng dị tật bẩm sinh đặc hiệu khác chưa phân loại
Q89,các dị tật bẩm sinh khác chưa phân loại
O71.6,tổn thương khớp vùng chậu và dây chằng do sản khoa
O71.7,máu tụ tiểu khung do sản khoa
O71.8,chấn thương sản khoa chỉ rõ khác
O71.9,chấn thương sản khoa chưa xác định rõ
O72,chảy máu sau đẻ
O72.0,chảy máu thời kỳ sổ rau
O72.1,chảy máu ngay sau lúc đẻ khác
O72.3,thiếu hụt đông máu sau đẻ
O73,sót rau và màng rau không có chảy máu
O73.0,sót rau không có chảy máu
O73.1,sót phần bánh rau và màng rau không có chảy máu
O74.0,viêm phổi do hít vì gây mê trong chuyển dạ và trong đẻ
O74.1,biến chứng khác của phổi do gây mê trong chuyển dạ trong đẻ
O74.2,biến chứng tim của gây mê trong chuyển dạ trong đẻ
O74.3,biến chứng hệ thống thần kinh trung ương của gây mê trong chuyển dạ trong đẻ
O74.4,phản ứng độc của gây tê tại chỗ trong chuyển dạ trong đẻ
O74.5,đau đầu do gây tê tủy sống và ngoài màng cứng trong chuyển dạ trong đẻ
O74.7,không đặt được hay khó đặt nội khí quản trong chuyển dạ trong đẻ
O74.8,biến chứng khác của gây mê trong chuyển dạ trong đẻ
O74.9,biến chứng của gây mê trong chuyển dạ trong đẻ chưa xác định rõ
O75,biến chứng khác của chuyển dạ không xếp loại ở chỗ khác
Q95.8,sắp xếp lại cân bằng và dấu ấn cấu trúc khác
Q95.9,sắp xếp lại cân bằng và dấu ấn cấu trúc không đặc hiệu
